"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 23 03:26:00 GMT 2024","Sun Jun 23 03:26:05 GMT 2024","4552","test.ui_tests.gateway","test_route","TestRoute","","","test_new_route",""
"passed","Sun Jun 23 03:25:54 GMT 2024","Sun Jun 23 03:25:57 GMT 2024","3064","test.ui_tests.gateway","test_gateway_service","TestGatewayService","","","test_new_gateway_service",""
