"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 22 23:11:23 GMT 2024","Sat Jun 22 23:11:41 GMT 2024","18168","test.ui_tests.gateway","test_gateway_service","TestGatewayService","","","test_new_gateway_service",""
"passed","Sat Jun 22 23:11:43 GMT 2024","Sat Jun 22 23:11:57 GMT 2024","14271","test.ui_tests.gateway","test_route","TestRoute","","","test_new_route",""
